Path5_1(x)	Path5_1(y)	Path5_2(x)	Path5_2(y)	Path5_3(x)	Path5_3(y)	Path5_4(x)	Path5_4(y)	Path5_5(x)	Path5_5(y)	Path5_6(x)	Path5_6(y)	Path5_7(x)	Path5_7(y)	Path5_8(x)	Path5_8(y)	Path5_9(x)	Path5_9(y)	Path5_10(x)	Path5_10(y)	Path5_11(x)	Path5_11(y)	Path5_12(x)	Path5_12(y)	Path5_13(x)	Path5_13(y)	Path5_14(x)	Path5_14(y)	Path5_15(x)	Path5_15(y)	Path5_16(x)	Path5_16(y)	Path5_17(x)	Path5_17(y)	Path5_18(x)	Path5_18(y)	Path5_19(x)	Path5_19(y)	Path5_20(x)	Path5_20(y)	Path5_21(x)	Path5_21(y)	Path5_22(x)	Path5_22(y)	Path5_23(x)	Path5_23(y)	Path5_24(x)	Path5_24(y)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	12	68	12	68	12	68	12	68	12	68	12	68	12	68	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	12	67	12	67	12	67	12	67	12	67	12	67	12	67	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	12	66	12	66	12	66	12	66	12	66	12	66	12	66	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	12	65	12	65	12	65	12	65	12	65	12	65	12	65	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	12	64	12	64	12	64	12	64	12	64	12	64	12	64	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	12	63	12	63	12	63	12	63	12	63	12	63	12	63	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	12	62	12	62	12	62	12	63	13	63	13	63	13	63	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	12	61	12	61	12	61	12	63	14	63	14	63	14	63	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	12	60	12	60	12	60	12	63	15	63	15	63	15	63	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	12	59	12	59	12	59	12	63	16	63	16	63	16	63	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	12	58	12	58	12	58	12	63	17	63	17	63	17	63	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	13	58	13	58	13	58	13	63	18	63	18	63	18	63	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	14	58	14	58	14	58	14	62	18	62	18	62	18	62	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	15	58	15	58	15	58	15	61	18	61	18	61	18	61	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	16	58	16	58	16	58	16	60	18	60	18	60	18	60	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	17	58	17	58	17	58	17	59	18	59	18	59	18	59	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	18	58	18	58	18	58	18	58	18	58	18	58	18	58	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	19	58	19	58	19	58	19	58	19	58	19	58	19	58	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	20	58	20	58	20	58	20	58	20	58	20	58	20	58	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	21	58	21	58	21	58	21	58	21	58	21	58	21	58	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	22	58	22	58	22	58	22	58	22	58	22	58	22	58	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	23	58	23	58	23	58	23	58	23	58	23	58	23	58	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	24	58	24	58	24	58	24	58	24	58	24	58	24	58	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	24	59	24	59	24	59	24	59	24	59	24	59	24	59	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	24	60	24	60	24	60	24	60	24	60	24	60	24	60	24
